transaction_id,artwork_id,customer_id,gallery_id,sale_date,sale_price,payment_method
2016,424,656,2,2023-12-15,4303.62,Debit Card
2017,1463,398,3,2023-08-19,2049.65,Credit Card
2018,377,714,3,2022-11-05,8214.97,Credit Card
2019,2003,325,2,2023-12-06,2644.44,Wire Transfer
2020,1053,793,3,2023-05-14,5498.67,Debit Card
2021,1506,584,1,2024-03-01,1716.15,Credit Card
2022,263,749,3,2024-09-12,5009.13,Cash
2023,1441,669,3,2024-07-13,5802.34,Credit Card
2024,2078,601,2,2023-11-07,4736.28,Cash
2025,1027,368,1,2024-03-22,1160.12,Debit Card
2026,995,307,4,2023-02-20,5106.92,Wire Transfer
2027,889,605,4,2022-02-05,4954.96,Debit Card
2028,1685,437,5,2024-07-01,2985.39,Debit Card
2029,2153,464,3,2023-01-04,9255.22,Debit Card
2030,1834,383,3,2024-09-03,4469.03,Debit Card
2031,305,685,1,2024-12-26,8709.1,Wire Transfer
2032,1323,438,4,2025-08-30,1541.81,Credit Card
2033,711,720,5,2025-10-30,3529.33,Wire Transfer
2034,585,373,1,2022-01-16,2175.14,Wire Transfer
2035,605,537,3,2025-12-16,4379.9,Wire Transfer
2036,1023,346,4,2024-09-24,1560.55,Wire Transfer
2037,718,406,5,2024-07-28,4689.83,Credit Card
2038,676,716,2,2022-01-23,3861.77,Debit Card
2039,909,588,4,2025-06-11,2621.49,Credit Card
2040,2087,562,5,2022-08-01,6600.7,Credit Card
2041,1869,476,1,2025-05-07,9533.66,Debit Card
2042,2094,466,2,2022-01-23,2467.58,Credit Card
2043,971,445,5,2024-08-01,7262.01,Wire Transfer
2044,1661,630,5,2023-09-27,7552.62,Wire Transfer
2045,1247,670,3,2022-10-21,5232.14,Debit Card
2046,1197,583,4,2022-06-07,9027.85,Debit Card
2047,1789,354,3,2023-10-05,9680.71,Debit Card
2048,877,478,2,2022-06-30,3941.34,Wire Transfer
2049,914,719,5,2023-12-12,6684.82,Debit Card
2050,1682,544,3,2024-07-01,6791.02,Credit Card
2051,283,641,4,2025-04-22,4334.54,Credit Card
2052,1369,427,2,2024-09-17,3509.52,Cash
2053,1309,709,1,2022-04-06,9370.57,Cash
2054,1302,712,3,2023-03-25,8004.82,Debit Card
2055,657,667,2,2023-02-25,1587.41,Cash
2056,2102,571,1,2025-08-28,1638.9,Wire Transfer
2057,201,432,3,2025-06-20,9264.16,Wire Transfer
2058,251,393,2,2023-06-25,1273.39,Credit Card
2059,885,679,2,2022-04-14,7040.0,Credit Card
2060,917,373,3,2025-07-29,2654.2,Cash
2061,1996,711,2,2025-07-20,834.26,Cash
2062,1670,710,5,2025-06-01,1066.56,Wire Transfer
2063,649,703,3,2025-05-18,4048.46,Credit Card
2064,1081,548,2,2023-12-03,1237.09,Cash
2065,688,648,1,2022-09-17,6168.07,Wire Transfer
2066,2024,573,1,2023-11-29,6648.92,Credit Card
2067,234,343,5,2023-12-24,4047.95,Wire Transfer
2068,1572,677,3,2023-12-17,7557.34,Wire Transfer
2069,295,341,2,2024-02-26,5155.4,Credit Card
2070,1296,470,2,2023-01-12,4587.17,Wire Transfer
2071,1775,734,1,2023-06-19,4366.39,Cash
2072,354,512,5,2023-09-26,4595.51,Wire Transfer
2073,450,793,1,2022-07-11,9694.93,Cash
2074,874,468,1,2023-10-27,6973.37,Debit Card
2075,638,339,5,2025-03-29,3494.49,Debit Card
2076,318,669,3,2025-04-23,7471.67,Debit Card
2077,971,545,2,2023-08-24,3637.54,Wire Transfer
2078,2115,451,3,2024-01-28,1694.29,Debit Card
2079,1530,411,4,2022-02-19,5015.92,Debit Card
2080,468,780,4,2024-09-11,7634.73,Wire Transfer
2081,2185,736,4,2023-08-14,4087.77,Credit Card
2082,1278,347,5,2023-10-13,8757.15,Wire Transfer
2083,436,363,1,2025-06-29,4176.05,Cash
2084,589,525,3,2023-11-06,3823.47,Wire Transfer
2085,1190,666,2,2022-01-31,9983.32,Credit Card
2086,1958,369,4,2022-11-29,5083.48,Debit Card
2087,963,599,3,2023-11-26,8149.6,Wire Transfer
2088,2049,732,4,2023-09-12,8147.39,Debit Card
2089,601,590,4,2025-06-10,9300.51,Cash
2090,824,596,2,2024-03-02,1306.5,Credit Card
2091,967,503,5,2024-10-03,3076.59,Debit Card
2092,1527,361,1,2023-11-17,7793.61,Debit Card
2093,1119,734,5,2023-10-04,5844.71,Debit Card
2094,1431,751,3,2023-10-14,5816.34,Debit Card
2095,1453,618,5,2023-08-23,2079.05,Wire Transfer
2096,1053,614,3,2024-02-26,3170.95,Credit Card
2097,2134,461,3,2023-01-01,5452.67,Credit Card
2098,778,631,1,2025-07-24,3133.22,Debit Card
2099,275,316,2,2023-05-02,2497.69,Credit Card
2100,635,638,1,2022-08-04,1333.68,Debit Card
2101,303,394,5,2022-05-21,1979.4,Cash
2102,1646,604,3,2022-01-20,7804.24,Cash
2103,1928,438,4,2023-09-10,7328.4,Cash
2104,964,638,4,2022-10-01,935.42,Credit Card
2105,938,338,3,2022-02-01,2431.2,Debit Card
2106,1006,427,1,2024-01-30,5824.33,Wire Transfer
2107,1530,575,2,2024-09-19,3564.96,Wire Transfer
2108,298,464,1,2022-05-06,8320.87,Cash
2109,2074,743,3,2023-11-04,7957.4,Cash
2110,998,619,3,2024-12-21,8970.02,Credit Card
2111,1559,377,2,2025-12-10,5847.85,Wire Transfer
2112,1059,474,5,2024-09-01,3844.73,Credit Card
2113,635,687,5,2022-12-24,6257.61,Cash
2114,647,758,2,2024-11-12,1346.8,Debit Card
2115,1532,658,5,2024-05-22,591.07,Debit Card
2116,449,621,4,2022-11-06,662.39,Debit Card
2117,366,676,5,2025-05-27,4371.66,Cash
2118,1705,391,5,2023-09-17,2666.74,Credit Card
2119,1184,538,5,2025-11-05,1994.71,Debit Card
2120,1559,564,4,2024-11-21,6345.6,Wire Transfer
2121,1220,479,5,2024-07-30,9953.4,Wire Transfer
2122,742,794,4,2024-11-29,2188.66,Cash
2123,959,790,2,2023-11-30,5691.0,Wire Transfer
2124,1330,509,1,2024-01-08,1637.41,Wire Transfer
2125,1787,373,2,2025-05-27,9375.25,Cash
2126,281,690,1,2024-09-21,3271.67,Credit Card
2127,333,407,2,2025-08-02,8844.23,Debit Card
2128,997,645,1,2025-07-24,3189.23,Cash
2129,1100,595,1,2025-11-26,8157.5,Wire Transfer
2130,338,669,3,2024-10-19,2489.12,Debit Card
2131,384,744,1,2024-01-04,3281.5,Debit Card
2132,1625,584,1,2022-08-31,2328.52,Debit Card
2133,1554,653,3,2024-10-26,3010.47,Cash
2134,985,482,5,2023-03-02,8431.22,Debit Card
2135,1732,337,5,2023-02-18,6570.81,Credit Card
2136,2076,437,3,2022-12-14,4355.86,Wire Transfer
2137,1184,638,4,2025-07-01,9729.45,Cash
2138,269,356,1,2025-06-21,4916.18,Cash
2139,746,487,1,2024-07-10,9712.72,Debit Card
2140,1998,641,3,2023-11-22,2367.58,Wire Transfer
2141,253,558,3,2024-09-08,9094.07,Debit Card
2142,1674,745,4,2024-06-05,631.31,Debit Card
2143,405,358,5,2023-08-30,5680.38,Cash
2144,326,663,2,2023-07-09,4519.0,Credit Card
2145,1971,423,5,2023-07-13,5488.33,Wire Transfer
2146,243,488,1,2024-05-10,5757.73,Wire Transfer
2147,1976,530,3,2024-08-03,4195.8,Wire Transfer
2148,2195,468,4,2023-10-22,9982.88,Wire Transfer
2149,2107,720,5,2025-11-15,9776.82,Credit Card
2150,311,414,4,2022-05-03,9636.58,Cash
2151,961,552,5,2023-05-22,9801.31,Credit Card
2152,1887,407,1,2023-09-04,8033.62,Debit Card
2153,1407,337,2,2022-01-25,9891.61,Cash
2154,1048,635,4,2023-06-17,8977.42,Credit Card
2155,295,392,4,2023-02-04,4451.36,Wire Transfer
2156,2195,318,2,2024-01-09,7955.38,Wire Transfer
2157,1598,654,4,2023-05-07,9164.64,Cash
2158,2136,363,4,2024-11-26,7269.76,Credit Card
2159,1744,450,5,2024-01-15,4516.43,Cash
2160,1100,439,5,2022-07-09,1125.01,Wire Transfer
2161,560,486,2,2024-12-31,8192.12,Credit Card
2162,1100,485,1,2022-05-25,9551.06,Wire Transfer
2163,1920,505,4,2025-05-10,3943.4,Cash
2164,481,560,1,2025-09-21,1943.11,Cash
2165,1419,514,2,2023-04-16,3601.79,Cash
2166,2088,556,2,2025-09-14,6034.91,Cash
2167,1419,435,5,2025-03-03,3510.83,Cash
2168,867,361,4,2025-09-08,6300.88,Debit Card
2169,293,663,3,2024-08-30,9685.1,Cash
2170,872,610,2,2022-12-11,6871.98,Cash
2171,2170,388,4,2025-07-30,3945.26,Wire Transfer
2172,261,624,1,2022-09-27,9389.65,Cash
2173,834,776,5,2022-11-08,5873.54,Credit Card
2174,1275,507,1,2023-01-31,1719.54,Cash
2175,1627,429,2,2023-03-21,5240.32,Debit Card
2176,2013,611,2,2024-01-22,6709.55,Cash
2177,1229,303,1,2024-11-07,8463.42,Wire Transfer
2178,1690,762,2,2025-09-14,9396.53,Credit Card
2179,804,722,4,2022-05-10,3515.45,Credit Card
2180,882,542,2,2025-10-25,1977.37,Cash
2181,2053,421,5,2025-09-07,1201.37,Cash
2182,734,685,4,2022-03-20,7514.37,Cash
2183,1629,402,3,2023-06-11,8054.0,Cash
2184,1038,338,2,2025-04-02,4389.04,Wire Transfer
2185,1737,641,2,2024-06-11,4261.29,Wire Transfer
2186,845,796,5,2025-02-11,9565.25,Credit Card
2187,433,713,5,2024-11-15,9208.47,Cash
2188,724,433,1,2023-12-27,2716.03,Wire Transfer
2189,546,797,1,2022-03-02,7917.67,Wire Transfer
2190,1270,502,1,2024-05-03,6415.65,Credit Card
2191,746,648,5,2022-03-12,1965.12,Credit Card
2192,2169,321,1,2024-05-31,3889.32,Debit Card
2193,1302,542,1,2025-03-14,2185.99,Wire Transfer
2194,1954,755,3,2024-05-04,3303.98,Credit Card
2195,2037,751,1,2025-12-26,6345.36,Wire Transfer
2196,2147,409,2,2023-10-28,4065.02,Wire Transfer
2197,1297,603,5,2024-12-29,4243.57,Cash
2198,994,384,4,2024-09-01,5626.65,Cash
2199,449,383,3,2025-12-18,1328.63,Cash
2200,247,591,5,2024-11-07,7518.57,Cash
2201,1345,752,5,2022-08-28,4316.24,Wire Transfer
2202,414,369,2,2025-10-27,5063.77,Debit Card
2203,439,429,1,2024-09-01,9755.85,Debit Card
2204,1280,496,2,2022-03-28,3771.49,Debit Card
2205,550,440,1,2024-08-18,6658.08,Wire Transfer
2206,307,744,1,2025-07-13,4228.79,Debit Card
2207,1031,583,5,2024-04-22,8995.69,Wire Transfer
2208,248,612,1,2023-06-01,8544.18,Credit Card
2209,1797,534,3,2025-04-13,2795.43,Debit Card
2210,537,323,3,2025-02-16,7071.58,Wire Transfer
2211,1250,453,3,2024-03-05,1119.13,Credit Card
2212,1004,577,5,2022-08-14,9650.26,Cash
2213,1481,361,2,2023-01-02,3815.41,Credit Card
2214,208,619,4,2024-12-14,8402.51,Credit Card
2215,825,678,1,2025-03-22,3525.1,Debit Card
2216,2091,352,4,2023-02-12,6511.32,Cash
2217,1477,644,2,2023-06-22,9844.11,Cash
2218,1916,453,2,2022-04-24,8829.12,Debit Card
2219,919,537,5,2024-11-07,2023.48,Credit Card
2220,503,611,3,2022-01-06,5701.14,Wire Transfer
2221,839,602,3,2022-03-09,3811.05,Debit Card
2222,256,332,2,2022-01-07,4626.22,Credit Card
2223,926,355,5,2024-07-31,3684.24,Wire Transfer
2224,726,652,5,2023-09-02,3691.61,Debit Card
2225,674,689,1,2023-03-11,5654.26,Debit Card
2226,228,336,3,2025-08-25,2323.66,Cash
2227,278,410,2,2022-10-09,5605.26,Cash
2228,1440,790,4,2023-07-23,3150.17,Cash
2229,1610,477,3,2025-10-04,3245.34,Wire Transfer
2230,565,662,1,2023-09-16,7518.11,Debit Card
2231,866,614,5,2024-03-20,781.14,Cash
2232,726,595,2,2022-04-28,4118.98,Cash
2233,899,636,3,2025-02-27,4371.58,Debit Card
2234,1536,397,4,2023-09-10,5108.55,Wire Transfer
2235,1083,669,1,2025-03-14,6855.6,Cash
2236,1231,513,1,2023-01-06,4012.02,Credit Card
2237,1227,617,3,2023-09-09,2524.8,Wire Transfer
2238,1847,437,4,2025-02-22,8906.29,Cash
2239,1119,306,1,2025-11-22,9819.87,Credit Card
2240,950,799,2,2022-03-29,690.14,Cash
2241,563,409,1,2025-04-01,5691.44,Wire Transfer
2242,1975,335,4,2023-03-16,3746.17,Debit Card
2243,1732,339,5,2024-03-15,3131.4,Debit Card
2244,1498,450,5,2023-02-28,3689.21,Wire Transfer
2245,1730,725,3,2024-06-14,6569.34,Cash
2246,1006,418,4,2023-06-01,2311.8,Wire Transfer
2247,939,561,1,2023-05-03,9172.18,Credit Card
2248,2107,726,1,2022-02-25,4928.09,Cash
2249,1239,387,5,2022-08-03,3592.98,Wire Transfer
2250,1416,765,5,2025-08-31,7772.55,Debit Card
2251,1855,376,2,2025-12-28,655.29,Wire Transfer
2252,685,771,5,2025-02-13,4602.6,Cash
2253,228,764,2,2023-02-23,3875.38,Wire Transfer
2254,914,751,1,2023-08-11,3712.99,Debit Card
2255,1263,714,2,2024-12-15,3702.18,Credit Card
2256,2177,613,2,2025-11-15,797.08,Wire Transfer
2257,1497,683,3,2023-10-27,1945.11,Wire Transfer
2258,1455,514,5,2025-04-26,1847.91,Credit Card
2259,286,757,2,2025-11-24,9891.8,Wire Transfer
2260,1698,585,1,2025-06-29,710.57,Debit Card
2261,326,539,4,2022-11-28,2087.2,Credit Card
2262,1012,465,2,2022-01-12,9754.66,Debit Card
2263,737,387,5,2023-12-20,6468.44,Debit Card
2264,345,441,3,2024-02-15,4781.34,Debit Card
2265,1749,460,1,2022-10-21,1248.23,Cash
2266,1436,346,3,2023-02-20,6861.78,Credit Card
2267,225,672,4,2025-01-22,1809.13,Cash
2268,1804,795,2,2023-11-18,6876.27,Cash
2269,1618,412,2,2023-04-09,9802.18,Wire Transfer
2270,267,707,5,2024-06-28,5553.74,Credit Card
2271,433,345,2,2024-08-11,2533.8,Wire Transfer
2272,309,701,1,2025-01-28,6440.2,Cash
2273,1370,547,4,2022-08-17,5372.83,Wire Transfer
2274,311,404,3,2024-12-18,5564.83,Debit Card
2275,428,385,4,2024-05-25,5042.02,Cash
2276,311,750,2,2022-03-26,6900.54,Debit Card
2277,1694,785,3,2025-02-09,5933.48,Credit Card
2278,234,434,5,2023-07-14,9876.45,Wire Transfer
2279,823,408,4,2023-04-28,8345.7,Cash
2280,2000,318,3,2023-10-17,3014.63,Credit Card
2281,2160,394,3,2023-05-21,7394.69,Debit Card
2282,1593,450,3,2023-05-09,2535.85,Wire Transfer
2283,948,546,1,2025-03-25,7932.29,Wire Transfer
2284,795,589,4,2022-07-01,1901.8,Cash
2285,1778,714,3,2025-11-18,4998.76,Wire Transfer
2286,625,509,4,2024-03-21,8010.76,Wire Transfer
2287,813,426,3,2022-09-25,3161.07,Debit Card
2288,1742,535,5,2022-07-11,8452.63,Debit Card
2289,892,716,5,2024-05-13,6619.43,Debit Card
2290,1506,726,5,2024-07-13,4276.46,Credit Card
2291,1544,799,2,2022-03-19,4522.46,Credit Card
2292,1962,762,3,2022-12-21,9296.92,Wire Transfer
2293,1667,422,2,2025-03-07,2569.01,Credit Card
2294,2176,438,4,2022-03-14,7086.94,Cash
2295,515,795,2,2025-06-02,7219.29,Debit Card
2296,1077,415,4,2024-08-18,9263.27,Credit Card
2297,2190,720,4,2023-09-27,7275.06,Wire Transfer
2298,1965,462,4,2023-05-21,6052.44,Debit Card
2299,1601,501,2,2022-01-29,9073.96,Credit Card
2300,1513,534,3,2025-04-19,8376.75,Debit Card
2301,1661,328,2,2022-07-28,7309.38,Credit Card
2302,862,311,3,2023-03-28,809.49,Wire Transfer
2303,477,506,3,2024-04-10,4048.44,Credit Card
2304,1934,467,4,2022-12-26,6502.95,Credit Card
2305,1806,547,2,2023-12-27,5461.38,Credit Card
2306,1727,347,3,2025-03-27,3533.52,Debit Card
2307,824,546,5,2023-11-18,1872.03,Credit Card
2308,716,427,3,2025-10-17,5753.47,Credit Card
2309,1574,447,5,2025-05-22,3216.22,Credit Card
2310,1043,418,2,2023-05-02,2713.5,Debit Card
2311,1670,699,2,2023-08-07,4290.1,Wire Transfer
2312,2054,682,2,2023-09-11,7962.17,Wire Transfer
2313,550,712,3,2024-07-03,5134.61,Wire Transfer
2314,1831,452,1,2023-02-23,2556.68,Credit Card
2315,1888,372,3,2025-11-16,1610.58,Debit Card
2316,1023,663,3,2024-06-07,5240.38,Wire Transfer
2317,1361,437,4,2023-08-07,8046.48,Wire Transfer
2318,959,475,4,2024-07-30,6701.77,Wire Transfer
2319,1099,589,3,2023-08-01,2705.41,Cash
2320,443,746,5,2025-04-08,4648.71,Debit Card
2321,743,781,4,2024-04-09,8624.69,Cash
2322,1264,319,3,2022-03-03,2187.73,Credit Card
2323,429,495,1,2022-09-16,5554.77,Wire Transfer
2324,748,630,5,2025-06-16,3884.2,Credit Card
2325,1120,724,2,2024-04-01,1679.71,Debit Card
2326,1447,475,3,2025-10-19,974.09,Credit Card
2327,206,790,3,2022-04-16,5780.78,Credit Card
2328,1546,749,5,2023-03-08,697.11,Wire Transfer
2329,668,713,4,2022-10-10,1482.74,Debit Card
2330,1956,734,4,2024-03-19,3801.86,Credit Card
2331,275,654,4,2023-07-13,913.44,Cash
2332,204,799,2,2022-08-18,4304.23,Wire Transfer
2333,2071,441,5,2024-07-27,1738.47,Cash
2334,846,546,5,2024-02-22,3823.79,Wire Transfer
2335,318,685,4,2023-02-06,8016.02,Credit Card
2336,1081,718,4,2023-12-02,6450.46,Wire Transfer
2337,1830,393,1,2024-12-24,4731.31,Credit Card
2338,704,732,1,2022-10-27,1372.42,Cash
2339,1147,539,3,2023-03-04,6381.92,Credit Card
2340,774,505,3,2023-05-21,2055.24,Wire Transfer
2341,1665,348,5,2024-12-26,1227.57,Wire Transfer
2342,394,733,5,2025-05-21,6807.96,Wire Transfer
2343,1047,545,2,2023-07-04,9164.57,Cash
2344,915,620,2,2023-03-10,4875.64,Debit Card
2345,1616,617,1,2025-07-22,889.46,Cash
2346,1250,713,3,2025-12-30,8862.83,Credit Card
2347,1659,595,1,2024-09-05,1136.25,Credit Card
2348,373,428,1,2025-12-16,8741.38,Cash
2349,1524,644,3,2024-08-21,4222.28,Cash
2350,1869,582,2,2024-12-06,3971.25,Credit Card
2351,526,317,3,2023-07-22,5656.58,Credit Card
2352,1634,371,4,2023-09-25,9592.31,Credit Card
2353,1342,569,4,2022-07-30,9038.04,Debit Card
2354,1036,625,4,2025-04-16,4968.14,Debit Card
2355,2011,582,5,2025-09-21,7110.32,Cash
2356,924,605,2,2024-06-29,6014.08,Cash
2357,425,751,2,2023-05-17,7087.89,Debit Card
2358,732,307,5,2022-08-13,8378.61,Wire Transfer
2359,313,614,1,2023-01-23,827.69,Debit Card
2360,340,605,4,2023-01-08,3594.72,Cash
2361,759,403,4,2024-06-14,9613.63,Debit Card
2362,201,609,1,2025-10-11,9518.69,Wire Transfer
2363,290,493,3,2022-03-12,606.6,Cash
2364,854,541,3,2022-01-02,2413.68,Credit Card
2365,520,362,2,2024-05-26,9940.82,Cash
2366,1774,317,5,2023-02-19,5181.84,Debit Card
2367,2029,471,2,2025-07-09,5942.23,Debit Card
2368,2118,325,3,2023-04-23,2080.99,Wire Transfer
2369,339,551,1,2023-02-28,8996.19,Debit Card
2370,1735,553,2,2023-01-29,2697.01,Wire Transfer
2371,2092,687,4,2022-07-31,2301.65,Cash
2372,1045,507,4,2024-04-29,2667.16,Debit Card
2373,459,329,1,2022-09-03,9236.41,Cash
2374,1897,417,3,2023-09-12,7177.04,Credit Card
2375,1102,791,4,2023-11-05,7801.67,Credit Card
2376,890,716,4,2022-01-30,4081.85,Wire Transfer
2377,210,582,5,2022-01-25,9137.18,Debit Card
2378,461,680,2,2024-01-30,7999.38,Cash
2379,2143,444,3,2024-10-13,7630.67,Cash
2380,1874,325,2,2025-10-07,9723.93,Debit Card
2381,372,610,3,2022-09-19,3978.87,Cash
2382,1098,456,4,2022-05-31,6304.25,Debit Card
2383,213,373,5,2022-03-18,9144.33,Debit Card
2384,1392,420,2,2023-09-29,8013.44,Credit Card
2385,1866,612,4,2024-06-28,5852.1,Debit Card
2386,1820,621,3,2025-05-12,1224.03,Cash
2387,521,393,2,2024-09-23,6700.87,Debit Card
2388,1543,386,2,2022-11-01,5502.28,Credit Card
2389,1837,636,4,2023-11-06,2249.71,Credit Card
2390,529,725,2,2025-08-22,8881.4,Wire Transfer
2391,985,799,5,2023-04-23,3760.86,Cash
2392,977,664,5,2023-12-30,4181.06,Debit Card
2393,2195,735,4,2025-10-31,6887.81,Cash
2394,1111,418,3,2024-12-08,5143.59,Cash
2395,2144,533,4,2024-12-27,1348.17,Debit Card
2396,1774,499,5,2023-01-04,4180.7,Credit Card
2397,1643,506,1,2023-08-29,1397.43,Cash
2398,1830,713,1,2022-05-01,2312.13,Wire Transfer
2399,1319,639,2,2024-06-04,568.16,Cash
2400,2041,447,2,2022-06-01,2222.47,Credit Card
2401,1805,750,1,2025-05-05,3639.25,Wire Transfer
2402,518,725,5,2025-04-04,5613.08,Wire Transfer
2403,2180,729,2,2024-02-19,9233.13,Wire Transfer
2404,436,571,4,2022-07-26,5633.11,Wire Transfer
2405,2170,687,4,2022-02-07,7203.23,Debit Card
2406,534,439,5,2025-03-09,3897.93,Debit Card
2407,2109,481,2,2024-05-26,7640.49,Debit Card
2408,576,730,4,2024-11-03,6394.45,Wire Transfer
2409,1683,330,2,2023-03-20,4868.04,Credit Card
2410,1361,357,2,2024-01-14,2340.8,Cash
2411,2154,532,4,2024-12-26,3383.64,Wire Transfer
2412,788,446,1,2023-11-07,6398.99,Credit Card
2413,1771,735,4,2024-05-28,4547.54,Cash
2414,713,684,5,2025-02-27,8949.17,Wire Transfer
2415,1520,348,3,2022-11-11,2730.98,Cash
2416,1544,494,4,2022-04-07,1194.19,Debit Card
2417,1118,524,2,2024-02-16,6098.81,Debit Card
2418,1796,436,2,2022-04-01,8917.48,Debit Card
2419,2056,322,4,2025-01-24,3965.02,Credit Card
2420,1573,306,3,2024-11-16,6653.26,Debit Card
2421,2064,504,4,2025-07-11,2698.42,Credit Card
2422,2003,539,3,2024-07-22,5805.48,Debit Card
2423,1073,485,3,2022-04-09,7974.52,Debit Card
2424,1453,660,5,2023-01-05,8736.8,Debit Card
2425,470,592,2,2025-03-25,1498.63,Credit Card
2426,2052,635,2,2022-09-02,3885.56,Cash
2427,998,520,3,2024-10-16,6576.62,Credit Card
2428,1515,416,2,2025-02-13,829.87,Wire Transfer
2429,925,613,1,2023-04-27,7060.84,Wire Transfer
2430,1389,349,3,2023-04-16,5516.32,Credit Card
2431,205,473,2,2024-03-25,3241.38,Credit Card
2432,1051,382,1,2025-06-11,8239.22,Cash
2433,1603,622,5,2022-11-23,3255.48,Credit Card
2434,278,633,2,2025-10-06,9918.44,Debit Card
2435,1634,345,1,2024-05-24,8255.52,Cash
2436,774,635,4,2025-12-19,7225.81,Credit Card
2437,332,320,4,2022-05-11,1082.8,Credit Card
2438,801,748,1,2022-07-04,9090.95,Wire Transfer
2439,1973,521,3,2025-04-21,8005.53,Cash
2440,1266,423,3,2025-06-16,2675.74,Wire Transfer
2441,289,534,2,2023-10-13,4226.36,Credit Card
2442,602,521,4,2024-11-08,3052.0,Cash
2443,496,623,3,2025-06-20,9851.95,Debit Card
2444,2064,639,3,2022-03-04,8614.87,Credit Card
2445,1519,303,4,2024-04-17,9337.14,Credit Card
2446,816,482,5,2025-05-31,7993.36,Wire Transfer
2447,1750,506,3,2023-08-05,4835.31,Debit Card
2448,1000,620,1,2023-03-18,2451.63,Credit Card
2449,1915,340,2,2025-03-07,2476.76,Wire Transfer
2450,1861,359,3,2023-05-06,1940.99,Wire Transfer
2451,622,739,3,2022-01-05,5693.17,Credit Card
2452,2089,362,5,2025-11-01,9239.68,Cash
2453,1247,432,1,2024-05-14,9922.08,Credit Card
2454,775,360,2,2025-04-11,3229.35,Debit Card
2455,343,672,3,2025-04-19,7124.49,Credit Card
2456,1193,631,2,2022-04-07,6172.43,Cash
2457,865,422,4,2022-09-07,5144.89,Wire Transfer
2458,345,779,3,2023-03-31,6824.8,Debit Card
2459,1449,407,3,2023-04-14,4027.95,Debit Card
2460,1207,396,4,2024-08-19,9472.61,Debit Card
2461,703,647,5,2024-06-28,7201.76,Debit Card
2462,2186,714,3,2023-12-24,7664.91,Cash
2463,2198,535,2,2022-11-05,2803.01,Cash
2464,1021,686,1,2023-07-12,2101.53,Cash
2465,1840,362,2,2024-03-04,4246.24,Cash
2466,304,556,5,2023-11-15,7783.39,Wire Transfer
2467,2171,349,1,2022-07-05,9418.56,Credit Card
2468,1263,693,2,2024-08-06,4559.63,Cash
2469,2171,648,2,2022-04-17,7854.49,Credit Card
2470,398,459,4,2023-07-07,4968.87,Debit Card
2471,1870,424,5,2024-11-02,3304.67,Wire Transfer
2472,779,782,4,2022-01-30,7523.02,Wire Transfer
2473,591,617,1,2024-04-12,8082.92,Credit Card
2474,1403,507,4,2023-05-04,2426.99,Credit Card
2475,2192,348,5,2022-01-13,3399.11,Credit Card
2476,754,709,3,2022-10-05,5200.38,Wire Transfer
2477,1672,720,3,2025-10-05,2271.96,Cash
2478,1724,436,1,2024-01-31,9323.93,Wire Transfer
2479,1239,501,3,2025-12-26,6117.67,Cash
2480,1847,550,4,2024-02-06,1651.43,Debit Card
2481,1893,614,1,2024-03-05,2248.28,Cash
2482,1513,657,5,2023-07-27,9566.38,Credit Card
2483,678,668,1,2023-03-29,7512.6,Cash
2484,1455,729,1,2023-01-03,7476.85,Cash
2485,1123,618,2,2023-05-17,1188.74,Wire Transfer
2486,620,595,2,2023-11-03,9005.34,Credit Card
2487,357,780,1,2022-10-08,4715.49,Debit Card
2488,750,614,3,2022-11-25,6767.31,Cash
2489,1665,800,2,2023-02-01,9617.05,Debit Card
2490,1321,509,5,2023-10-18,1450.12,Credit Card
2491,1221,655,4,2024-08-11,5081.63,Cash
2492,1197,785,2,2025-06-03,971.32,Wire Transfer
2493,1635,511,1,2023-02-24,5245.68,Debit Card
2494,1151,492,3,2022-09-26,2896.46,Wire Transfer
2495,489,344,4,2023-07-08,9155.12,Debit Card
2496,1478,329,2,2025-07-29,4285.68,Credit Card
2497,396,359,3,2022-01-15,6521.79,Cash
2498,798,371,3,2024-09-16,8672.73,Debit Card
2499,2058,392,3,2023-11-28,9845.07,Wire Transfer
2500,1746,565,1,2022-08-24,5286.28,Debit Card
2501,717,683,5,2023-04-14,4829.7,Debit Card
2502,1859,520,3,2022-11-25,1219.53,Debit Card
2503,2066,690,4,2025-07-05,621.02,Debit Card
2504,1065,713,2,2023-12-05,6283.62,Debit Card
2505,1342,742,4,2024-04-02,1121.91,Debit Card
2506,1006,701,1,2024-05-16,4113.6,Wire Transfer
2507,2133,700,1,2024-07-22,534.26,Debit Card
2508,1383,515,4,2023-12-25,6344.66,Debit Card
2509,1015,779,5,2022-01-27,4541.44,Debit Card
2510,428,687,1,2023-05-04,1706.7,Cash
2511,2101,577,1,2022-09-26,3315.49,Credit Card
2512,416,364,4,2024-09-20,5911.78,Credit Card
2513,1148,646,1,2022-03-24,6738.78,Credit Card
2514,1920,592,5,2024-04-03,4892.19,Wire Transfer
2515,215,790,5,2022-11-04,8137.61,Wire Transfer
2516,1381,785,5,2025-10-17,1568.18,Wire Transfer
2517,1872,545,2,2023-05-05,1303.18,Debit Card
2518,1485,770,5,2023-04-20,920.32,Credit Card
2519,1381,362,5,2025-09-10,5590.36,Debit Card
2520,247,726,2,2023-09-02,7209.2,Cash
2521,524,632,3,2025-11-06,1739.95,Credit Card
