artwork_id,title,artist_id,category_id,year_created,inventory_status,acquisition_date,retail_price
601,Artwork Title 2542,307,9,2011,Sold,2022-01-10,5434.61
602,Artwork Title 1225,380,7,2016,Sold,2021-08-10,4513.41
603,Artwork Title 1641,471,2,2000,Sold,2023-04-30,5558.21
604,Artwork Title 2462,331,4,2020,Sold,2021-06-01,5045.13
605,Artwork Title 234,124,3,2006,Sold,2024-01-04,2441.8
606,Artwork Title 427,231,1,2009,Sold,2022-01-17,5460.76
607,Artwork Title 2240,157,1,2013,Sold,2021-07-31,5699.91
608,Artwork Title 747,378,2,2000,Sold,2021-10-01,3810.14
609,Artwork Title 1686,462,1,2020,In Stock,2017-07-29,4801.35
610,Artwork Title 2727,108,7,2009,Sold,2023-02-03,3470.11
611,Artwork Title 1577,314,3,2010,In Stock,2019-04-21,9562.26
612,Artwork Title 621,193,7,2009,Sold,2025-01-29,9183.74
613,Artwork Title 40,340,10,2012,Sold,2021-10-20,7975.54
614,Artwork Title 1668,433,3,2007,Sold,2022-09-23,7301.96
615,Artwork Title 955,235,3,2000,In Stock,2025-01-11,1348.27
616,Artwork Title 1754,442,8,2015,In Stock,2019-09-11,2404.89
617,Artwork Title 1157,455,1,2013,In Stock,2022-12-09,3407.77
618,Artwork Title 2424,101,6,2021,Sold,2024-02-19,6588.14
619,Artwork Title 1710,155,2,2005,Sold,2023-07-21,5401.89
620,Artwork Title 9,180,5,2000,Sold,2022-09-08,5426.23
621,Artwork Title 1647,436,4,2023,Sold,2022-04-13,5575.26
622,Artwork Title 1797,232,4,2014,Sold,2021-03-19,6059.85
623,Artwork Title 762,466,8,2004,Sold,2022-05-22,1822.08
624,Artwork Title 1865,426,5,2008,Sold,2023-02-21,6407.68
625,Artwork Title 1358,460,1,2001,Sold,2022-03-24,5647.28
626,Artwork Title 2104,201,5,2006,Sold,2025-06-03,5581.72
627,Artwork Title 1966,221,10,2002,Sold,2022-03-30,5208.16
628,Artwork Title 1869,361,1,2021,Sold,2022-07-02,2771.6
629,Artwork Title 1771,182,7,2000,Sold,2023-09-11,5020.59
630,Artwork Title 2777,476,8,2017,Sold,2025-07-07,1302.19
631,Artwork Title 1766,357,10,2002,Sold,2023-12-18,6769.95
632,Artwork Title 2344,176,8,2007,Sold,2024-02-21,6288.38
633,Artwork Title 579,403,1,2022,In Stock,2021-11-14,9494.77
634,Artwork Title 492,225,10,2017,In Stock,2018-03-09,4283.2
635,Artwork Title 89,397,3,2014,Sold,2021-12-30,5716.62
636,Artwork Title 1213,217,9,2022,Sold,2023-04-21,3195.91
637,Artwork Title 2644,245,3,2001,In Stock,2021-12-28,1036.0
638,Artwork Title 1396,446,2,2000,Sold,2021-12-30,5682.31
639,Artwork Title 2492,325,7,2008,In Stock,2020-04-18,2641.49
640,Artwork Title 657,198,2,2021,Sold,2022-08-18,1732.0
641,Artwork Title 144,303,2,2017,Sold,2022-08-04,11339.79
642,Artwork Title 1675,452,2,2005,Sold,2022-05-29,7671.28
643,Artwork Title 2785,190,1,2018,Sold,2022-06-15,5254.36
644,Artwork Title 669,337,1,2007,Sold,2022-07-02,5115.61
645,Artwork Title 1800,163,1,2022,Sold,2022-02-16,3336.85
646,Artwork Title 2713,152,10,2019,Sold,2022-10-02,7263.34
647,Artwork Title 2769,465,7,2016,Sold,2023-05-29,3841.55
648,Artwork Title 545,256,3,2006,Sold,2023-12-06,3026.52
649,Artwork Title 1681,234,2,2020,Sold,2023-03-06,4421.82
650,Artwork Title 2141,309,2,2003,Sold,2021-07-08,4759.28
651,Artwork Title 2677,420,5,2009,In Stock,2015-10-02,7194.43
652,Artwork Title 2178,124,1,2013,Sold,2024-03-26,10555.8
653,Artwork Title 2477,134,1,2003,Sold,2021-03-11,8074.72
654,Artwork Title 947,494,10,2000,Sold,2022-04-16,4832.55
655,Artwork Title 2323,458,3,2000,Sold,2021-07-08,9179.96
656,Artwork Title 801,400,9,2022,Sold,2022-02-09,5159.48
657,Artwork Title 1253,322,1,2005,Sold,2022-12-09,5952.41
658,Artwork Title 758,239,8,2004,In Stock,2019-08-01,7771.71
659,Artwork Title 1530,429,6,2011,Sold,2021-06-14,3038.72
660,Artwork Title 1778,477,8,2003,Sold,2022-06-09,4699.61
661,Artwork Title 1304,299,5,2017,Sold,2021-12-18,7571.26
662,Artwork Title 2591,322,6,2005,In Stock,2018-06-06,3120.57
663,Artwork Title 249,267,6,2003,Sold,2021-11-13,5188.6
664,Artwork Title 1674,489,9,2012,Sold,2023-10-16,5946.48
665,Artwork Title 301,138,5,2003,Sold,2022-12-02,5799.74
666,Artwork Title 1278,301,5,2015,Sold,2022-08-07,4024.31
667,Artwork Title 2606,140,6,2009,Sold,2022-07-09,7898.53
668,Artwork Title 1667,400,9,2010,Sold,2021-12-05,2031.83
669,Artwork Title 1401,140,3,2023,Sold,2024-04-25,8874.04
670,Artwork Title 1382,308,9,2021,Sold,2024-01-29,7182.87
671,Artwork Title 2513,262,6,2017,Sold,2024-05-24,1944.03
672,Artwork Title 1923,165,9,2016,In Stock,2020-07-05,4988.29
673,Artwork Title 2303,275,4,2014,Sold,2022-09-13,3725.12
674,Artwork Title 2003,459,7,2009,Sold,2022-08-10,7341.27
675,Artwork Title 2150,338,6,2008,Sold,2021-11-10,4595.57
676,Artwork Title 348,436,10,2017,Sold,2021-05-16,4206.78
677,Artwork Title 230,480,5,2006,Sold,2022-11-19,6253.93
678,Artwork Title 1301,338,3,2012,Sold,2022-11-05,5747.74
679,Artwork Title 2299,151,3,2020,In Stock,2016-05-28,6254.13
680,Artwork Title 1523,330,2,2010,Sold,2022-07-22,8248.87
681,Artwork Title 2443,263,1,2022,Sold,2022-04-26,3018.57
682,Artwork Title 2512,165,3,2012,Sold,2021-11-01,4949.39
683,Artwork Title 966,141,1,2009,Sold,2021-08-30,3314.19
684,Artwork Title 2093,172,1,2014,Sold,2024-08-02,4250.2
685,Artwork Title 73,463,6,2012,Sold,2022-11-09,4921.2
686,Artwork Title 709,466,3,2017,Sold,2022-12-05,1893.74
687,Artwork Title 518,324,2,2014,In Stock,2023-04-21,8022.2
688,Artwork Title 649,124,2,2010,Sold,2021-05-25,4908.65
689,Artwork Title 2596,256,7,2012,Sold,2023-01-22,5678.67
690,Artwork Title 611,277,8,2020,Sold,2023-01-31,4701.23
691,Artwork Title 233,363,10,2013,Sold,2025-08-17,2964.98
692,Artwork Title 284,300,9,2021,Sold,2022-10-15,7009.1
693,Artwork Title 78,331,2,2010,Sold,2022-06-04,5079.04
694,Artwork Title 219,424,10,2019,Sold,2021-07-18,7426.54
695,Artwork Title 2166,210,9,2017,Sold,2025-02-09,2236.12
696,Artwork Title 406,112,10,2018,In Stock,2021-03-23,4641.38
697,Artwork Title 1002,449,4,2021,Sold,2021-06-26,4568.94
698,Artwork Title 1479,219,1,2002,Sold,2022-07-24,6021.74
699,Artwork Title 1590,426,9,2001,Sold,2021-09-12,3860.44
700,Artwork Title 1764,206,2,2020,Sold,2021-12-29,7313.57
701,Artwork Title 1113,420,4,2007,Sold,2023-10-20,6750.31
702,Artwork Title 1500,306,5,2023,Sold,2022-12-05,9659.66
703,Artwork Title 956,428,9,2023,Sold,2021-11-29,6145.47
704,Artwork Title 972,152,1,2009,Sold,2021-12-13,6991.3
705,Artwork Title 1130,287,3,2009,Sold,2021-09-16,8039.76
706,Artwork Title 186,237,3,2000,Sold,2024-02-22,10797.11
707,Artwork Title 2304,219,1,2021,In Stock,2020-10-23,7715.25
708,Artwork Title 1829,395,6,2013,Sold,2024-01-15,2089.95
709,Artwork Title 854,112,10,2008,Sold,2021-06-08,3192.48
710,Artwork Title 68,311,6,2015,Sold,2023-06-09,3536.85
711,Artwork Title 520,164,10,2010,Sold,2023-06-22,4541.76
712,Artwork Title 1854,114,2,2009,Sold,2025-05-23,6813.18
713,Artwork Title 813,188,10,2022,Sold,2022-09-09,6671.2
714,Artwork Title 1240,443,8,2004,Sold,2021-12-02,6169.42
715,Artwork Title 562,210,7,2011,Sold,2021-12-22,8699.64
716,Artwork Title 1274,400,3,2021,Sold,2022-11-29,5592.31
717,Artwork Title 2330,264,4,2017,Sold,2021-09-20,5928.84
718,Artwork Title 1774,500,4,2005,Sold,2023-10-14,7737.91
719,Artwork Title 2173,210,5,2010,Sold,2021-09-11,6858.28
720,Artwork Title 749,185,9,2009,Sold,2023-05-17,5679.3
721,Artwork Title 859,447,4,2011,Sold,2022-04-05,4566.39
722,Artwork Title 2480,483,8,2015,Sold,2021-05-31,7066.86
723,Artwork Title 1543,396,3,2009,Sold,2023-03-11,8327.01
724,Artwork Title 2502,197,7,2015,Sold,2022-08-22,6177.82
725,Artwork Title 449,357,3,2018,Sold,2021-05-27,5859.75
726,Artwork Title 1001,252,5,2022,Sold,2021-06-12,4831.74
727,Artwork Title 1416,248,10,2009,Sold,2021-02-20,5932.71
728,Artwork Title 1794,181,9,2018,In Stock,2020-01-26,6547.86
729,Artwork Title 1832,118,6,2020,Sold,2024-06-11,10716.08
730,Artwork Title 1645,196,10,2023,Sold,2021-11-19,5269.53
731,Artwork Title 756,334,8,2007,Sold,2022-04-15,7998.92
732,Artwork Title 2227,218,7,2015,Sold,2021-12-22,5804.96
733,Artwork Title 1164,124,10,2007,Sold,2021-05-19,5865.87
734,Artwork Title 2382,184,10,2002,Sold,2021-10-06,6943.97
735,Artwork Title 2392,191,4,2020,Sold,2022-07-28,7399.38
736,Artwork Title 1078,429,10,2021,Sold,2022-04-03,4907.01
737,Artwork Title 1798,323,6,2006,Sold,2021-10-13,4760.76
738,Artwork Title 1019,365,8,2011,Sold,2025-10-12,2713.71
739,Artwork Title 812,177,10,2020,In Stock,2024-03-10,7966.37
740,Artwork Title 909,278,10,2013,Sold,2021-07-24,5428.17
741,Artwork Title 195,314,1,2005,Sold,2022-10-06,5021.0
742,Artwork Title 1915,405,5,2012,Sold,2022-12-13,5858.76
743,Artwork Title 2789,433,1,2004,Sold,2023-12-17,9860.92
744,Artwork Title 1061,343,1,2001,Sold,2024-08-16,3931.99
745,Artwork Title 786,197,10,2017,In Stock,2023-04-11,1761.97
746,Artwork Title 51,415,5,2019,Sold,2021-12-21,6622.32
747,Artwork Title 2110,175,7,2011,Sold,2021-05-30,7396.06
748,Artwork Title 1818,294,10,2017,Sold,2021-04-26,6410.78
749,Artwork Title 601,403,1,2015,Sold,2021-12-01,5489.98
750,Artwork Title 1384,280,2,2009,Sold,2022-08-06,5124.82
751,Artwork Title 1262,326,9,2019,Sold,2023-09-10,4251.85
752,Artwork Title 1593,450,2,2017,Sold,2023-11-06,11163.68
753,Artwork Title 282,180,10,2001,Sold,2023-10-19,7237.61
754,Artwork Title 965,209,5,2000,Sold,2022-07-11,4282.73
755,Artwork Title 53,209,8,2021,Sold,2022-03-30,3959.43
756,Artwork Title 95,243,5,2019,In Stock,2019-07-19,2126.33
757,Artwork Title 2177,480,5,2023,Sold,2022-09-16,6605.13
758,Artwork Title 872,231,2,2021,Sold,2022-12-22,2580.27
759,Artwork Title 2412,262,3,2014,Sold,2023-10-30,4820.36
760,Artwork Title 1289,106,5,2015,Sold,2021-10-15,6232.15
761,Artwork Title 2423,449,7,2022,Sold,2021-08-12,4947.96
762,Artwork Title 1851,365,10,2018,In Stock,2019-06-07,6248.29
763,Artwork Title 28,400,7,2006,Sold,2024-03-24,5977.15
764,Artwork Title 568,352,8,2004,Sold,2023-03-24,5542.41
765,Artwork Title 2089,412,4,2006,Sold,2022-12-08,7736.52
766,Artwork Title 423,269,10,2012,Sold,2022-01-19,8647.77
767,Artwork Title 1070,154,9,2013,Sold,2024-04-15,9588.97
768,Artwork Title 759,380,4,2020,In Stock,2022-04-18,9469.88
769,Artwork Title 153,117,2,2017,Sold,2024-04-04,6686.63
770,Artwork Title 971,491,5,2004,Sold,2021-08-23,7005.52
771,Artwork Title 1446,146,7,2018,Sold,2021-10-18,5441.51
772,Artwork Title 2643,361,6,2020,Sold,2022-03-02,3355.75
773,Artwork Title 1205,212,10,2020,Sold,2023-12-17,8374.0
774,Artwork Title 2722,229,1,2011,Sold,2023-02-04,5468.06
775,Artwork Title 1481,200,1,2013,Sold,2021-07-31,6806.58
776,Artwork Title 717,269,7,2011,Sold,2022-10-23,7815.71
777,Artwork Title 668,267,10,2021,Sold,2023-05-08,6401.55
778,Artwork Title 2762,207,3,2007,Sold,2022-12-24,5621.26
779,Artwork Title 792,212,9,2003,Sold,2021-05-22,5936.0
780,Artwork Title 1620,272,8,2023,Sold,2024-12-23,7226.62
781,Artwork Title 2547,499,6,2018,Sold,2022-03-26,6607.88
782,Artwork Title 1109,300,4,2007,Sold,2022-08-03,8019.68
783,Artwork Title 2549,495,2,2006,Sold,2025-02-02,8982.33
784,Artwork Title 1779,262,7,2007,Sold,2021-06-27,7004.95
785,Artwork Title 1119,176,9,2014,Sold,2022-02-14,4761.55
786,Artwork Title 2043,120,2,2007,Sold,2023-04-27,4618.73
787,Artwork Title 2420,142,7,2002,Sold,2022-01-05,3651.09
788,Artwork Title 130,432,9,2002,Sold,2022-01-22,5138.39
789,Artwork Title 1359,284,6,2016,Sold,2021-09-27,7844.35
790,Artwork Title 2347,307,1,2007,Sold,2022-02-22,9485.71
791,Artwork Title 1509,355,5,2022,Sold,2024-03-27,6548.57
792,Artwork Title 1458,213,3,2010,Sold,2023-10-16,8404.17
793,Artwork Title 768,309,4,2013,Sold,2024-06-02,5988.7
794,Artwork Title 1848,166,7,2004,Sold,2023-02-09,4824.02
795,Artwork Title 1121,192,2,2002,Sold,2022-01-31,2088.35
796,Artwork Title 489,281,5,2019,Sold,2023-05-23,4495.45
797,Artwork Title 63,156,4,2015,In Stock,2024-12-28,3309.76
798,Artwork Title 868,305,6,2012,Sold,2021-09-16,5969.74
799,Artwork Title 2212,186,2,2021,In Stock,2022-05-20,3139.43
800,Artwork Title 1722,237,9,2018,In Stock,2022-01-22,1876.7
801,Artwork Title 1331,266,9,2006,Sold,2022-01-18,3927.38
802,Artwork Title 967,386,2,2004,Sold,2021-09-12,7137.66
803,Artwork Title 2750,235,10,2001,In Stock,2025-11-19,9002.47
804,Artwork Title 860,230,4,2003,Sold,2021-07-07,7085.95
805,Artwork Title 853,121,1,2023,Sold,2024-06-24,4667.39
806,Artwork Title 630,390,8,2011,In Stock,2023-02-06,6153.52
807,Artwork Title 790,121,7,2001,Sold,2022-12-17,5426.36
808,Artwork Title 2449,442,9,2016,Sold,2022-01-19,6569.47
809,Artwork Title 2612,334,7,2020,Sold,2024-10-20,7837.22
810,Artwork Title 1582,120,10,2013,Sold,2024-02-01,4764.73
811,Artwork Title 1337,486,10,2003,Sold,2024-06-29,6178.75
812,Artwork Title 1390,357,7,2003,Sold,2022-04-15,6667.25
813,Artwork Title 1440,442,8,2013,Sold,2022-02-18,5411.68
814,Artwork Title 2160,193,1,2012,Sold,2021-11-14,2595.62
815,Artwork Title 822,293,2,2008,Sold,2022-04-09,6094.14
816,Artwork Title 1314,421,10,2004,Sold,2024-10-14,9348.99
817,Artwork Title 2246,378,5,2018,Sold,2023-09-18,5459.34
818,Artwork Title 1773,311,8,2005,Sold,2022-08-31,5102.96
819,Artwork Title 2118,195,1,2016,Sold,2025-02-14,6055.77
820,Artwork Title 2071,227,2,2008,Sold,2022-07-11,7854.1
821,Artwork Title 828,245,1,2004,Sold,2025-04-15,9018.94
822,Artwork Title 2460,319,7,2017,In Stock,2020-02-26,9670.88
823,Artwork Title 688,439,6,2003,Sold,2022-09-26,7281.66
824,Artwork Title 831,459,10,2006,Sold,2022-09-14,5034.0
825,Artwork Title 1852,397,10,2001,Sold,2022-12-26,2457.43
826,Artwork Title 603,252,5,2007,Sold,2024-10-11,9865.87
827,Artwork Title 1226,253,5,2010,Sold,2024-04-23,7419.43
828,Artwork Title 1200,385,7,2001,Sold,2021-07-02,5796.6
829,Artwork Title 133,176,6,2007,Sold,2022-09-02,5414.55
830,Artwork Title 1219,174,4,2021,Sold,2022-10-05,4354.06
831,Artwork Title 989,348,10,2002,Sold,2023-03-15,2960.19
832,Artwork Title 976,265,10,2004,Sold,2022-12-24,4439.72
833,Artwork Title 2592,442,8,2022,Sold,2022-06-24,5253.03
834,Artwork Title 1210,480,3,2009,Sold,2021-10-29,5751.02
835,Artwork Title 777,224,2,2009,Sold,2023-01-11,6654.0
836,Artwork Title 553,169,7,2014,Sold,2021-08-31,6093.78
837,Artwork Title 1853,419,9,2008,Sold,2022-10-11,2468.98
838,Artwork Title 1305,114,2,2005,Sold,2024-01-18,9774.71
839,Artwork Title 2562,253,3,2021,Sold,2021-08-31,5363.81
840,Artwork Title 823,317,9,2015,Sold,2021-04-08,6850.99
841,Artwork Title 2429,332,9,2023,Sold,2021-10-21,3961.29
842,Artwork Title 1391,410,7,2000,Sold,2021-10-17,3589.65
843,Artwork Title 689,435,4,2023,Sold,2024-11-22,2167.48
844,Artwork Title 1825,190,1,2011,Sold,2024-05-08,3987.47
845,Artwork Title 2760,283,7,2011,Sold,2024-08-12,8400.41
846,Artwork Title 58,206,8,2015,Sold,2022-07-30,4915.28
847,Artwork Title 297,204,4,2016,Sold,2023-03-17,3671.72
848,Artwork Title 710,159,8,2008,Sold,2023-02-07,7747.13
849,Artwork Title 2574,329,6,2014,Sold,2024-06-17,6878.75
850,Artwork Title 2740,486,8,2001,Sold,2021-01-18,6400.18
851,Artwork Title 2555,314,4,2013,In Stock,2020-04-17,8697.19
852,Artwork Title 1488,330,2,2017,Sold,2025-02-18,6096.61
853,Artwork Title 75,418,1,2011,Sold,2021-06-02,2791.1
854,Artwork Title 1343,103,6,2000,Sold,2021-11-23,2577.89
855,Artwork Title 602,341,1,2003,Sold,2022-12-03,4883.59
856,Artwork Title 1971,450,4,2005,Sold,2022-05-09,1210.89
857,Artwork Title 818,104,9,2005,Sold,2022-06-04,8747.32
858,Artwork Title 426,225,9,2015,Sold,2022-08-20,6918.39
859,Artwork Title 1097,322,9,2023,Sold,2023-08-20,6366.22
860,Artwork Title 2287,230,5,2002,Sold,2023-07-27,8884.37
861,Artwork Title 2214,277,7,2000,Sold,2022-03-25,6657.25
862,Artwork Title 2154,190,5,2006,Sold,2023-01-20,3843.58
863,Artwork Title 798,437,9,2007,Sold,2022-04-23,4296.25
864,Artwork Title 2264,475,9,2002,Sold,2022-08-15,6272.81
865,Artwork Title 2079,414,1,2000,Sold,2022-08-12,6155.48
866,Artwork Title 1206,339,10,2017,Sold,2022-01-27,3111.37
867,Artwork Title 2498,340,3,2012,Sold,2021-12-27,8544.55
868,Artwork Title 1092,358,1,2021,Sold,2023-08-04,8448.45
869,Artwork Title 129,311,5,2001,Sold,2024-12-22,9284.83
870,Artwork Title 1907,137,7,2023,Sold,2021-06-23,6629.35
871,Artwork Title 1338,465,3,2021,In Stock,2018-04-13,2896.85
872,Artwork Title 2133,303,3,2003,Sold,2021-08-04,6127.64
873,Artwork Title 2559,232,9,2010,Sold,2022-10-12,6130.67
874,Artwork Title 1575,155,6,2018,Sold,2023-09-16,7618.32
875,Artwork Title 1896,184,7,2020,Sold,2022-09-12,4878.59
876,Artwork Title 346,121,1,2023,Sold,2022-12-30,5180.2
877,Artwork Title 2749,280,4,2014,Sold,2021-09-12,3999.18
878,Artwork Title 1834,149,1,2023,Sold,2024-09-01,7618.86
879,Artwork Title 1443,124,2,2018,Sold,2022-04-27,4742.46
880,Artwork Title 1041,154,1,2009,Sold,2024-08-06,1051.69
881,Artwork Title 2599,430,3,2011,In Stock,2019-11-14,2460.0
882,Artwork Title 2725,202,7,2010,Sold,2024-01-02,6336.58
883,Artwork Title 1266,106,2,2001,Sold,2022-04-04,7632.12
884,Artwork Title 1934,165,10,2001,Sold,2022-12-17,7156.36
885,Artwork Title 1792,211,4,2004,Sold,2021-12-09,6333.98
886,Artwork Title 1487,206,7,2019,Sold,2023-02-04,3228.12
887,Artwork Title 216,473,4,2017,Sold,2022-06-28,7714.21
888,Artwork Title 851,374,2,2017,Sold,2021-07-09,5998.23
889,Artwork Title 1175,284,10,2016,Sold,2022-01-08,6130.75
890,Artwork Title 1845,404,2,2022,Sold,2021-07-25,6593.81
891,Artwork Title 2025,275,4,2022,Sold,2022-11-10,5167.5
892,Artwork Title 699,499,10,2000,Sold,2024-04-29,7295.2
893,Artwork Title 848,161,6,2020,Sold,2022-06-08,5644.24
894,Artwork Title 842,389,10,2005,In Stock,2021-05-14,9689.89
895,Artwork Title 650,390,10,2000,Sold,2021-05-27,7084.3
896,Artwork Title 834,488,2,2003,Sold,2023-06-18,9354.92
897,Artwork Title 1221,402,5,2021,Sold,2021-05-05,4109.46
898,Artwork Title 106,212,5,2004,Sold,2021-12-26,6618.24
899,Artwork Title 638,340,4,2002,Sold,2021-12-30,3968.29
900,Artwork Title 349,300,6,2015,Sold,2022-04-01,5751.07
901,Artwork Title 1678,271,2,2009,Sold,2021-09-05,7594.13
902,Artwork Title 1511,108,9,2007,Sold,2022-08-26,2501.2
903,Artwork Title 363,227,1,2020,Sold,2021-06-28,7593.92
904,Artwork Title 350,432,1,2003,Sold,2021-07-15,6536.19
905,Artwork Title 2458,192,6,2023,Sold,2023-07-12,6505.72
906,Artwork Title 1069,181,6,2017,In Stock,2024-04-22,6782.45
907,Artwork Title 2219,130,2,2007,Sold,2022-04-13,5368.84
908,Artwork Title 1341,243,1,2012,Sold,2022-12-27,3205.63
909,Artwork Title 1154,101,5,2020,Sold,2022-11-02,4898.68
910,Artwork Title 685,422,9,2000,Sold,2021-08-07,3153.39
911,Artwork Title 1063,182,4,2015,Sold,2022-02-04,1851.5
912,Artwork Title 319,340,5,2009,Sold,2021-09-15,6874.37
913,Artwork Title 2122,479,7,2019,Sold,2021-05-24,8507.31
914,Artwork Title 743,433,2,2014,Sold,2022-06-21,5391.16
915,Artwork Title 1850,395,6,2013,Sold,2022-04-02,5039.48
916,Artwork Title 2039,118,9,2013,Sold,2023-05-25,3264.04
917,Artwork Title 2100,137,6,2003,Sold,2024-10-12,3093.19
918,Artwork Title 2128,230,1,2010,Sold,2023-12-24,2842.6
919,Artwork Title 2019,355,4,2011,Sold,2024-03-29,2425.57
920,Artwork Title 2239,248,9,2009,Sold,2022-11-16,6118.28
921,Artwork Title 1403,373,7,2023,Sold,2023-05-29,5148.14
922,Artwork Title 2190,381,6,2012,Sold,2025-02-21,8308.66
923,Artwork Title 2315,178,1,2020,Sold,2022-07-08,7784.87
924,Artwork Title 1694,287,7,2021,Sold,2022-11-18,6162.88
925,Artwork Title 385,174,4,2022,Sold,2022-07-06,3690.04
926,Artwork Title 985,277,8,2003,Sold,2021-10-14,6040.57
927,Artwork Title 165,410,6,2015,Sold,2023-10-27,7604.2
928,Artwork Title 549,430,6,2007,Sold,2025-11-24,10105.15
929,Artwork Title 65,321,2,2008,Sold,2021-09-15,7321.81
930,Artwork Title 2278,492,6,2007,Sold,2022-07-25,3083.68
931,Artwork Title 751,308,1,2012,Sold,2024-01-04,3869.57
932,Artwork Title 2000,417,6,2007,Sold,2023-01-30,3257.77
933,Artwork Title 1271,256,5,2012,Sold,2021-04-08,6013.79
934,Artwork Title 1307,110,6,2004,Sold,2023-08-19,9849.73
935,Artwork Title 433,454,4,2019,Sold,2021-12-11,3348.47
936,Artwork Title 2650,336,5,2021,Sold,2023-02-19,5841.53
937,Artwork Title 1638,223,9,2022,Sold,2024-02-10,7602.67
938,Artwork Title 2271,478,5,2016,Sold,2021-11-01,4637.86
939,Artwork Title 2723,267,8,2021,Sold,2022-10-07,5309.47
940,Artwork Title 281,466,6,2001,Sold,2021-07-08,2344.2
941,Artwork Title 2125,118,5,2008,Sold,2025-07-15,3375.19
942,Artwork Title 2058,321,1,2017,Sold,2023-08-27,661.74
943,Artwork Title 194,305,10,2022,Sold,2023-06-09,5305.26
944,Artwork Title 111,379,5,2005,Sold,2021-10-12,6640.6
945,Artwork Title 1480,311,4,2017,In Stock,2023-10-02,7785.23
946,Artwork Title 1036,338,7,2010,Sold,2023-03-03,5291.52
947,Artwork Title 645,426,9,2015,In Stock,2020-09-20,1425.56
948,Artwork Title 2709,145,1,2006,Sold,2024-03-09,6651.89
949,Artwork Title 528,500,10,2014,Sold,2021-09-10,6534.45
950,Artwork Title 2622,207,4,2020,Sold,2021-04-14,4980.02
951,Artwork Title 2229,169,1,2000,Sold,2022-09-18,7527.0
952,Artwork Title 1527,151,10,2009,Sold,2021-11-30,4219.25
953,Artwork Title 85,233,4,2009,Sold,2021-09-13,3787.15
954,Artwork Title 2324,308,6,2003,Sold,2021-09-12,7513.38
955,Artwork Title 1312,170,10,2010,Sold,2024-04-28,6179.34
956,Artwork Title 804,348,3,2010,In Stock,2024-02-07,5370.76
957,Artwork Title 389,101,3,2009,Sold,2021-11-09,8542.48
958,Artwork Title 2676,409,3,2013,Sold,2022-01-20,2765.61
959,Artwork Title 1125,148,2,2017,Sold,2022-02-05,6025.0
960,Artwork Title 2483,146,4,2000,In Stock,2018-11-29,5867.04
961,Artwork Title 893,324,8,2002,Sold,2021-05-03,6402.84
962,Artwork Title 46,307,4,2000,Sold,2022-11-13,8122.95
963,Artwork Title 732,134,8,2019,Sold,2023-03-25,5915.53
964,Artwork Title 264,484,5,2020,Sold,2021-10-17,5518.64
965,Artwork Title 694,126,7,2004,In Stock,2025-09-06,8706.94
966,Artwork Title 533,159,2,2019,Sold,2022-11-06,2317.33
967,Artwork Title 2067,375,7,2021,Sold,2023-09-23,4815.2
968,Artwork Title 975,480,9,2001,Sold,2023-02-02,2837.07
969,Artwork Title 131,248,6,2022,Sold,2021-09-05,6349.71
970,Artwork Title 799,438,10,2005,Sold,2022-08-19,4825.19
971,Artwork Title 457,281,9,2001,Sold,2023-04-13,6811.91
972,Artwork Title 2468,205,10,2007,Sold,2022-01-22,5146.51
973,Artwork Title 76,379,10,2012,Sold,2025-04-16,2825.37
974,Artwork Title 1643,349,7,2007,Sold,2023-08-17,4754.4
975,Artwork Title 2520,355,5,2001,Sold,2021-11-12,3419.01
976,Artwork Title 2728,262,6,2017,Sold,2022-07-11,2304.24
977,Artwork Title 1428,315,9,2003,Sold,2022-08-11,6304.65
978,Artwork Title 2285,114,6,2017,Sold,2022-01-03,2686.72
979,Artwork Title 140,374,7,2023,Sold,2021-05-16,6463.21
980,Artwork Title 2686,375,9,2015,Sold,2022-04-22,6205.65
981,Artwork Title 1056,467,8,2018,Sold,2021-12-21,6464.83
982,Artwork Title 2710,437,1,2009,Sold,2023-07-19,7614.15
983,Artwork Title 1180,394,10,2009,Sold,2022-04-22,5012.24
984,Artwork Title 590,289,7,2018,Sold,2022-08-29,3494.89
985,Artwork Title 1793,137,5,2001,Sold,2022-03-20,4466.75
986,Artwork Title 1755,471,5,2010,Sold,2024-01-03,5668.12
987,Artwork Title 1784,379,9,2008,Sold,2024-03-28,6673.79
988,Artwork Title 523,224,3,2015,In Stock,2019-11-14,5665.09
989,Artwork Title 1235,409,3,2011,Sold,2021-12-31,8047.27
990,Artwork Title 512,417,7,2011,Sold,2021-11-28,6361.68
991,Artwork Title 894,170,1,2020,Sold,2021-12-31,2413.19
992,Artwork Title 1024,438,4,2022,Sold,2021-09-22,4944.41
993,Artwork Title 907,281,4,2002,Sold,2021-10-11,4225.74
994,Artwork Title 2371,143,4,2005,Sold,2022-03-17,5796.72
995,Artwork Title 1231,314,10,2001,Sold,2022-02-18,7492.75
996,Artwork Title 386,235,5,2021,Sold,2021-09-30,7525.32
997,Artwork Title 2241,277,10,2007,Sold,2023-08-05,5816.15
998,Artwork Title 1955,446,8,2006,Sold,2022-04-21,6703.42
999,Artwork Title 726,227,2,2009,In Stock,2020-05-30,3704.67
1000,Artwork Title 1026,326,8,2023,Sold,2022-07-31,3927.66
1001,Artwork Title 742,283,10,2021,Sold,2021-11-05,9297.17
